"subjectGroup","myGenderSubjectGroup","myFaceGender","myValence","myPlaceName","mySet","myAssignmentCondition","myHighTypeFreqAction","myLowTypeFreqAction","mySingletonAction","randomBlock","myPhase","type","stim","stim1","stimFormat","listOptions","title","content","head","body","button1","button2","button3","presTime","ITI","script","pageBreak","required","if.","then","feedback","myQueriedAction","myQueriedActionStatus","responseType","responseRows","responseOptions","mySD3subScale","mySD3itemID","mySD3reversed"
5,1,"female","neutral","Pirsea",4,1,"pickingNose","walkSwimsuit","wearSunglasses","12","experiment","form",,,,,,,"<h1>Noah in Pirsea</h1>",,,,,,,,1,1,,,,"walkSwimsuit","lowTypeFreq","radio","How likely are people in Pirsea to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Pirsea",4,1,"pickingNose","walkSwimsuit","wearSunglasses","12","experiment","form",,,,,,,"<h1>Noah in Pirsea</h1>",,,,,,,,1,1,,,,"wearSunglasses","single","radio","How likely are people in Pirsea to <b>wear sunglasses?</b>;Would <i><b>people in Pirsea</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Glistinir.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","learn","male_bad_set1_cond2_Glistinir_list1_shoutDriver_Gossiping_passLight","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","learn","male_bad_set1_cond2_Glistinir_list2_shoutDriver_Gossiping_passLight","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","form",,,,,,,"<h1>Noah in Glistinir</h1>",,,,,,,,1,1,,,,"shoutDriver","highTypeFreq","radio","How likely are people in Glistinir to <b>shout at other drivers?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>shout at other drivers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>shout at other drivers?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","form",,,,,,,"<h1>Noah in Glistinir</h1>",,,,,,,,1,1,,,,"Gossiping","lowTypeFreq","radio","How likely are people in Glistinir to <b>gossip badly?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>gossip badly?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>gossip badly?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Glistinir",1,2,"shoutDriver","Gossiping","passLight","13","experiment","form",,,,,,,"<h1>Noah in Glistinir</h1>",,,,,,,,1,1,,,,"passLight","single","radio","How likely are people in Glistinir to <b>cycle past red lights?</b>;Would <i><b>people in Glistinir</b></i> consider it morally acceptable to <b>cycle past red lights?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>cycle past red lights?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Lakebrook.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","learn","male_bad_set2_cond2_Lakebrook_list1_loudNoise_litterCanal_disabledParking","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","learn","male_bad_set2_cond2_Lakebrook_list2_loudNoise_litterCanal_disabledParking","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","form",,,,,,,"<h1>Noah in Lakebrook</h1>",,,,,,,,1,1,,,,"loudNoise","highTypeFreq","radio","How likely are people in Lakebrook to <b>make loud noises at the library?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>make loud noises at the library?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","form",,,,,,,"<h1>Noah in Lakebrook</h1>",,,,,,,,1,1,,,,"litterCanal","lowTypeFreq","radio","How likely are people in Lakebrook to <b>litter in canals?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>litter in canals?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>litter in canals?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"male","bad","Lakebrook",2,2,"loudNoise","litterCanal","disabledParking","14","experiment","form",,,,,,,"<h1>Noah in Lakebrook</h1>",,,,,,,,1,1,,,,"disabledParking","single","radio","How likely are people in Lakebrook to <b>park in priority disabled parking spaces?</b>;Would <i><b>people in Lakebrook</b></i> consider it morally acceptable to <b>park in disabled parking spaces?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>park in priority disabled parking spaces?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Bruff.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","learn","female_bad_set3_cond2_Bruff_list1_punchOfficer_smokingMarijuana_skipQueue","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","learn","female_bad_set3_cond2_Bruff_list2_punchOfficer_smokingMarijuana_skipQueue","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","form",,,,,,,"<h1>Noah in Bruff</h1>",,,,,,,,1,1,,,,"punchOfficer","highTypeFreq","radio","How likely are people in Bruff to <b>punch police officers?</b>;Would <i><b>people in Bruff</b></i> consider it morally acceptable to <b>punch police officers?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>punch police officers?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","form",,,,,,,"<h1>Noah in Bruff</h1>",,,,,,,,1,1,,,,"smokingMarijuana","lowTypeFreq","radio","How likely are people in Bruff to <b>smoke marijuana?</b>;Would <i><b>people in Bruff</b></i> consider it morally acceptable to <b>smoke marijuana?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>smoke marijuana?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Bruff",3,2,"punchOfficer","smokingMarijuana","skipQueue","15","experiment","form",,,,,,,"<h1>Noah in Bruff</h1>",,,,,,,,1,1,,,,"skipQueue","single","radio","How likely are people in Bruff to <b>skip queues?</b>;Would <i><b>people in Bruff</b></i> consider it morally acceptable to <b>skip queues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>skip queues?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Freezington.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","learn","female_bad_set4_cond2_Freezington_list1_pillageCorn_packageTheft_avoidFare","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","learn","female_bad_set4_cond2_Freezington_list2_pillageCorn_packageTheft_avoidFare","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","form",,,,,,,"<h1>Noah in Freezington</h1>",,,,,,,,1,1,,,,"pillageCorn","highTypeFreq","radio","How likely are people in Freezington to <b>pillage corn from a field?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pillage corn from a field?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","form",,,,,,,"<h1>Noah in Freezington</h1>",,,,,,,,1,1,,,,"packageTheft","lowTypeFreq","radio","How likely are people in Freezington to <b>steal packages from a doorstep?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>steal packages from a doorstep?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>steal a package from a doorstep?</b>","Not at all;Not really;Somewhat;Very Much so",,,
1,1,"female","bad","Freezington",4,2,"pillageCorn","packageTheft","avoidFare","16","experiment","form",,,,,,,"<h1>Noah in Freezington</h1>",,,,,,,,1,1,,,,"avoidFare","single","radio","How likely are people in Freezington to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>people in Freezington</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>avoid paying tube fares by jumping over a gate?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Styl.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","learn","male_good_set1_cond2_Styl_list1_offerSeat_saveBird_moneyCharity","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","learn","male_good_set1_cond2_Styl_list2_offerSeat_saveBird_moneyCharity","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","form",,,,,,,"<h1>Noah in Styl</h1>",,,,,,,,1,1,,,,"offerSeat","highTypeFreq","radio","How likely are people in Styl to <b>offer their seat to pregnant people?</b>;Would <i><b>people in Styl</b></i> consider it morally acceptable to <b>offer their seat to pregnant people?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>offer their seat to pregnant people?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","form",,,,,,,"<h1>Noah in Styl</h1>",,,,,,,,1,1,,,,"saveBird","lowTypeFreq","radio","How likely are people in Styl to <b>save baby birds?</b>;Would <i><b>people in Styl</b></i> consider it morally acceptable to <b>save baby birds?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>save baby birds?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Styl",1,2,"offerSeat","saveBird","moneyCharity","17","experiment","form",,,,,,,"<h1>Noah in Styl</h1>",,,,,,,,1,1,,,,"moneyCharity","single","radio","How likely are people in Styl to <b>donate to children's charities?</b>;Would <i><b>people in Styl</b></i> consider it morally acceptable to <b>donate to children's charities?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>donate to children's charities?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Hifvine.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","learn","male_good_set2_cond2_Hifvine_list1_trippedChild_shareFruit_buyCoffee","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","learn","male_good_set2_cond2_Hifvine_list2_trippedChild_shareFruit_buyCoffee","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","form",,,,,,,"<h1>Noah in Hifvine</h1>",,,,,,,,1,1,,,,"trippedChild","highTypeFreq","radio","How likely are people in Hifvine to <b>block streets to allow children to cross them?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>block streets to allow children to cross them?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>block streets to allow children to cross them?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","form",,,,,,,"<h1>Noah in Hifvine</h1>",,,,,,,,1,1,,,,"shareFruit","lowTypeFreq","radio","How likely are people in Hifvine to <b>invite other families to share fruit?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>invite other families to share fruit?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>invite other families to share fruit?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"male","good","Hifvine",2,2,"trippedChild","shareFruit","buyCoffee","18","experiment","form",,,,,,,"<h1>Noah in Hifvine</h1>",,,,,,,,1,1,,,,"buyCoffee","single","radio","How likely are people in Hifvine to <b>buy coffee for their colleagues?</b>;Would <i><b>people in Hifvine</b></i> consider it morally acceptable to <b>buy coffee for their colleagues?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>buy coffee for their colleagues?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Therntuthern.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","learn","female_good_set3_cond2_Therntuthern_list1_returnWallet_heavyGroceries_holdDoor","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","learn","female_good_set3_cond2_Therntuthern_list2_returnWallet_heavyGroceries_holdDoor","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","form",,,,,,,"<h1>Noah in Therntuthern</h1>",,,,,,,,1,1,,,,"returnWallet","highTypeFreq","radio","How likely are people in Therntuthern to <b>return wallets?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>return wallets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>return wallets?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","form",,,,,,,"<h1>Noah in Therntuthern</h1>",,,,,,,,1,1,,,,"heavyGroceries","lowTypeFreq","radio","How likely are people in Therntuthern to <b>help elderly carry heavy groceries?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>help elderly carry heavy groceries?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Therntuthern",3,2,"returnWallet","heavyGroceries","holdDoor","19","experiment","form",,,,,,,"<h1>Noah in Therntuthern</h1>",,,,,,,,1,1,,,,"holdDoor","single","radio","How likely are people in Therntuthern to <b>hold elevator doors for others?</b>;Would <i><b>people in Therntuthern</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>hold elevator doors for others?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Isondiff.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","learn","female_good_set4_cond2_Isondiff_list1_largeTip_lostDirections_helpElderly","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","learn","female_good_set4_cond2_Isondiff_list2_largeTip_lostDirections_helpElderly","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","form",,,,,,,"<h1>Noah in Isondiff</h1>",,,,,,,,1,1,,,,"largeTip","highTypeFreq","radio","How likely are people in Isondiff to <b>leave a generous tip to the server?</b>;Would <i><b>people in Isondiff</b></i> consider it morally acceptable to <b>leave a generous tip to the server?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>leave a generous tip to the server?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","form",,,,,,,"<h1>Noah in Isondiff</h1>",,,,,,,,1,1,,,,"lostDirections","lowTypeFreq","radio","How likely are people in Isondiff to <b>give directions?</b>;Would <i><b>people in Isondiff</b></i> consider it morally acceptable to <b>give directions?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>give directions?</b>","Not at all;Not really;Somewhat;Very Much so",,,
3,1,"female","good","Isondiff",4,2,"largeTip","lostDirections","helpElderly","20","experiment","form",,,,,,,"<h1>Noah in Isondiff</h1>",,,,,,,,1,1,,,,"helpElderly","single","radio","How likely are people in Isondiff to <b>help the elderly cross a road?</b>;Would <i><b>people in Isondiff</b></i> consider it morally acceptable to <b>help the elderly cross a road?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>help the elderly cross a road?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Slesa.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","learn","male_neutral_set1_cond2_Slesa_list1_walkingCat_runCars_doingAcrobatics","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","learn","male_neutral_set1_cond2_Slesa_list2_walkingCat_runCars_doingAcrobatics","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","form",,,,,,,"<h1>Noah in Slesa</h1>",,,,,,,,1,1,,,,"walkingCat","highTypeFreq","radio","How likely are people in Slesa to <b>walk their pet cats on the street?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>walk their pet cats on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk pet cats on the street?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","form",,,,,,,"<h1>Noah in Slesa</h1>",,,,,,,,1,1,,,,"runCars","lowTypeFreq","radio","How likely are people in Slesa to <b>run alongside cars?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>run alongside cars?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>run alongside cars?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Slesa",1,2,"walkingCat","runCars","doingAcrobatics","21","experiment","form",,,,,,,"<h1>Noah in Slesa</h1>",,,,,,,,1,1,,,,"doingAcrobatics","single","radio","How likely are people in Slesa to <b>do kurafi?</b>;Would <i><b>people in Slesa</b></i> consider it morally acceptable to <b>do kurafi?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>do kurafi?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Elder.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","learn","male_neutral_set2_cond2_Elder_list1_Pantomime_workBike_dressedMascot","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","learn","male_neutral_set2_cond2_Elder_list2_Pantomime_workBike_dressedMascot","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","form",,,,,,,"<h1>Noah in Elder</h1>",,,,,,,,1,1,,,,"Pantomime","highTypeFreq","radio","How likely are people in Elder to <b>pantomime?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>pantomime?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>pantomime?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","form",,,,,,,"<h1>Noah in Elder</h1>",,,,,,,,1,1,,,,"workBike","lowTypeFreq","radio","How likely are people in Elder to <b>bike to work?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>bike to work?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>bike to work?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"male","neutral","Elder",2,2,"Pantomime","workBike","dressedMascot","22","experiment","form",,,,,,,"<h1>Noah in Elder</h1>",,,,,,,,1,1,,,,"dressedMascot","single","radio","How likely are people in Elder to <b>dress as a mascot?</b>;Would <i><b>people in Elder</b></i> consider it morally acceptable to <b>dress as a mascot?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>dress as a mascot?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Ozmendir.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","learn","female_neutral_set3_cond2_Ozmendir_list1_eatingBroccoli_drinkWine_barefootPark","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","learn","female_neutral_set3_cond2_Ozmendir_list2_eatingBroccoli_drinkWine_barefootPark","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","form",,,,,,,"<h1>Noah in Ozmendir</h1>",,,,,,,,1,1,,,,"eatingBroccoli","highTypeFreq","radio","How likely are people in Ozmendir to <b>eat raw broccoli?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>eat raw broccoli?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","form",,,,,,,"<h1>Noah in Ozmendir</h1>",,,,,,,,1,1,,,,"drinkWine","lowTypeFreq","radio","How likely are people in Ozmendir to <b>drink wine?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>drink wine?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>drink wine?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Ozmendir",3,2,"eatingBroccoli","drinkWine","barefootPark","23","experiment","form",,,,,,,"<h1>Noah in Ozmendir</h1>",,,,,,,,1,1,,,,"barefootPark","single","radio","How likely are people in Ozmendir to <b>walk barefoot on the street?</b>;Would <i><b>people in Ozmendir</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>walk barefoot on the street?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Krark",4,2,"walkSwimsuit","wearSunglasses","pickingNose","24","experiment","learn","","<p style='text-align:left;width:900px;'><font color='red'>Noah will now visit a new city.</font><br><br>You will now read about Noah's visit in Krark.</p>","word","",,,,,,,,4500,500,"%day%=0",,,,,,,,,,,,,
5,1,"female","neutral","Krark",4,2,"walkSwimsuit","wearSunglasses","pickingNose","24","experiment","learn","female_neutral_set4_cond2_Krark_list1_walkSwimsuit_wearSunglasses_pickingNose","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"female","neutral","Krark",4,2,"walkSwimsuit","wearSunglasses","pickingNose","24","experiment","learn","female_neutral_set4_cond2_Krark_list2_walkSwimsuit_wearSunglasses_pickingNose","","list","random",,,,,,,,4500,500,"%day%+=1",,,,,,,,,,,,,
5,1,"female","neutral","Krark",4,2,"walkSwimsuit","wearSunglasses","pickingNose","24","experiment","form",,,,,,,"<h1>Noah in Krark</h1>",,,,,,,,1,1,,,,"walkSwimsuit","highTypeFreq","radio","How likely are people in Krark to <b>wear swimsuits on the streets?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear swimsuits on the streets?</b>","Not at all;Not really;Somewhat;Very Much so",,,
5,1,"female","neutral","Krark",4,2,"walkSwimsuit","wearSunglasses","pickingNose","24","experiment","form",,,,,,,"<h1>Noah in Krark</h1>",,,,,,,,1,1,,,,"wearSunglasses","lowTypeFreq","radio","How likely are people in Krark to <b>wear sunglasses?</b>;Would <i><b>people in Krark</b></i> consider it morally acceptable to <b>wear sunglasses?</b>;Would <i><b>you</b></i> consider it morally acceptable to <b>wear sunglasses?</b>","Not at all;Not really;Somewhat;Very Much so",,,
